"","Source","Target","Label","Type","PMID_x","PUB_YEAR","COUNTRY","PMID_y","ACTIVITY","avg_discpline_weight","discipline_classification","activity_weight","normalized_discipline_weight","normalized_activity_weight"
"485","Green, Douglas R","Ellisman, Mark H",12419244,"Undirected",12419244,2002,"United States",12419244,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"486","Rock, Charles O","Green, Douglas R",22055190,"Undirected",22055190,2011,"United States",22055190,"P30",2.35737175311987,"BIOC",30.2144436256448,0.0676341088502723,0.475313190862196
"487","Green, Douglas R","Baltimore, David",24184056,"Undirected",24184056,2013,"United States",24184056,"R01",9.82458887390086,"IMMU",1.71922762437889,0.281872094389517,0.0270457261462985
"488","Green, Douglas R","Salvesen, Guy S",20308068,"Undirected",20308068,2010,"United States",20308068,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"489","Green, Douglas R","Salvesen, Guy S",21235526,"Undirected",21235526,2011,"England",21235526,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"490","Green, Douglas R","Salvesen, Guy S",21368763,"Undirected",21368763,2011,"England",21368763,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"491","Green, Douglas R","Salvesen, Guy S",12620239,"Undirected",12620239,2003,"United States",12620239,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"492","Green, Douglas R","Salvesen, Guy S",17371051,"Undirected",17371051,2007,"United States",17371051,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"493","Green, Douglas R","Obeid, Lina M",22385963,"Undirected",22385963,2012,"United States",22385963,"P20",2.35737175311987,"BIOC",13.8376645291934,0.0676341088502723,0.217684778940263
"494","Green, Douglas R","Harris, Robert A",24095281,"Undirected",24095281,2013,"United States",24095281,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"495","Gladyshev, Vadim N","Raines, Ronald T",16618105,"Undirected",16618105,2006,"United States",16618105,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"496","Gladyshev, Vadim N","Lutsenko, Svetlana",24522796,"Undirected",24522796,2014,"England",24522796,"P20",8.64857877991909,"PHYS",13.8376645291934,0.248131809430169,0.217684778940263
"497","Gladyshev, Vadim N","Maas, Richard L",21768092,"Undirected",21768092,2011,"United States",21768092,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"498","Solomon, Edward I","Karlin, Kenneth D",26919169,"Undirected",26919169,2016,"Germany",26919169,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"499","Solomon, Edward I","Karlin, Kenneth D",27228314,"Undirected",27228314,2016,"United States",27228314,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"500","Solomon, Edward I","Karlin, Kenneth D",11960420,"Undirected",11960420,2002,"United States",11960420,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"501","Karlin, Kenneth D","Solomon, Edward I",12785779,"Undirected",12785779,2003,"United States",12785779,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"502","Karlin, Kenneth D","Solomon, Edward I",12708870,"Undirected",12708870,2003,"United States",12708870,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"503","Solomon, Edward I","Karlin, Kenneth D",12553805,"Undirected",12553805,2003,"United States",12553805,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"504","Solomon, Edward I","Karlin, Kenneth D",15236520,"Undirected",15236520,2004,"United States",15236520,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"505","Solomon, Edward I","Karlin, Kenneth D",16262386,"Undirected",16262386,2005,"United States",16262386,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"506","Solomon, Edward I","Karlin, Kenneth D",17140210,"Undirected",17140210,2006,"United States",17140210,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"507","Solomon, Edward I","Karlin, Kenneth D",16562956,"Undirected",16562956,2006,"United States",16562956,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"508","Solomon, Edward I","Karlin, Kenneth D",17592845,"Undirected",17592845,2007,"United States",17592845,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"509","Blackburn, Ninian J","Karlin, Kenneth D",17411054,"Undirected",17411054,2007,"United States",17411054,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"510","Solomon, Edward I","Karlin, Kenneth D",17580938,"Undirected",17580938,2007,"United States",17580938,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"511","Solomon, Edward I","Karlin, Kenneth D",17212392,"Undirected",17212392,2007,"United States",17212392,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"512","Karlin, Kenneth D","Tolman, William B",18076173,"Undirected",18076173,2008,"United States",18076173,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"513","Karlin, Kenneth D","Solomon, Edward I",18076173,"Undirected",18076173,2008,"United States",18076173,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"514","Tolman, William B","Solomon, Edward I",18076173,"Undirected",18076173,2008,"United States",18076173,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"515","Solomon, Edward I","Karlin, Kenneth D",18457392,"Undirected",18457392,2008,"United States",18457392,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"516","Solomon, Edward I","Karlin, Kenneth D",18396862,"Undirected",18396862,2008,"United States",18396862,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"517","Blackburn, Ninian J","Karlin, Kenneth D",18932185,"Undirected",18932185,2008,"Germany",18932185,"R01",25.1551414792245,"CENG",1.71922762437889,0.721712888388612,0.0270457261462985
"518","Solomon, Edward I","Karlin, Kenneth D",19216527,"Undirected",19216527,2009,"United States",19216527,"R01",14.6102999719198,"CENG",1.71922762437889,0.419176405812183,0.0270457261462985
"519","Solomon, Edward I","Karlin, Kenneth D",19663454,"Undirected",19663454,2009,"United States",19663454,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"520","Solomon, Edward I","Karlin, Kenneth D",19662443,"Undirected",19662443,2009,"Germany",19662443,"R01",7.32479374233904,"CHEM",1.71922762437889,0.210151791553244,0.0270457261462985
"521","Solomon, Edward I","Karlin, Kenneth D",19886646,"Undirected",19886646,2009,"United States",19886646,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"522","Solomon, Edward I","Karlin, Kenneth D",20024303,"Undirected",20024303,2010,"England",20024303,"R01",21.493821805779,"CENG",1.71922762437889,0.616667897923392,0.0270457261462985
"523","Karlin, Kenneth D","Solomon, Edward I",20857998,"Undirected",20857998,2010,"United States",20857998,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"524","Solomon, Edward I","Karlin, Kenneth D",20822156,"Undirected",20822156,2010,"United States",20822156,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"525","Solomon, Edward I","Karlin, Kenneth D",21265534,"Undirected",21265534,2011,"United States",21265534,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"526","Solomon, Edward I","Karlin, Kenneth D",22571744,"Undirected",22571744,2012,"United States",22571744,"P41",17.5558849038563,"CENG",24.6252252252252,0.503686628542499,0.387387387387387
"527","Karlin, Kenneth D","Solomon, Edward I",24102191,"Undirected",24102191,2013,"United States",24102191,"P41",17.5558849038563,"CENG",24.6252252252252,0.503686628542499,0.387387387387387
"528","Solomon, Edward I","Karlin, Kenneth D",24164682,"Undirected",24164682,2013,"United States",24164682,"P41",17.5558849038563,"CENG",24.6252252252252,0.503686628542499,0.387387387387387
"529","Karlin, Kenneth D","Solomon, Edward I",24164429,"Undirected",24164429,2013,"United States",24164429,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"530","Solomon, Edward I","Karlin, Kenneth D",24854766,"Undirected",24854766,2014,"United States",24854766,"R01",14.6102999719198,"CENG",1.71922762437889,0.419176405812183,0.0270457261462985
"531","Solomon, Edward I","Karlin, Kenneth D",24953129,"Undirected",24953129,2014,"United States",24953129,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"532","Solomon, Edward I","Karlin, Kenneth D",25706825,"Undirected",25706825,2015,"United States",25706825,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"533","Solomon, Edward I","Karlin, Kenneth D",25697226,"Undirected",25697226,2015,"United States",25697226,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"534","Blackburn, Ninian J","Karlin, Kenneth D",25171435,"Undirected",25171435,2014,"United States",25171435,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"535","Karlin, Kenneth D","Solomon, Edward I",24700427,"Undirected",24700427,2014,"Germany",24700427,"R37",18.6946093781864,"CENG",8.29643868878996,0.536357171466153,0.130513961958721
"536","Karlin, Kenneth D","Solomon, Edward I",16117536,"Undirected",16117536,2005,"United States",16117536,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"537","Blackburn, Ninian J","Karlin, Kenneth D",15583964,"Undirected",15583964,2005,"Germany",15583964,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"538","Solomon, Edward I","Karlin, Kenneth D",17444630,"Undirected",17444630,2007,"United States",17444630,"R37",12.2922157315582,"CHEM",8.29643868878996,0.352669474256215,0.130513961958721
"539","Solomon, Edward I","Karlin, Kenneth D",20380465,"Undirected",20380465,2010,"United States",20380465,"P41",12.2922157315582,"CHEM",24.6252252252252,0.352669474256215,0.387387387387387
"540","Karlin, Kenneth D","Solomon, Edward I",22007669,"Undirected",22007669,2011,"United States",22007669,"R37",12.2922157315582,"CHEM",8.29643868878996,0.352669474256215,0.130513961958721
"541","Karlin, Kenneth D","Solomon, Edward I",22095556,"Undirected",22095556,2012,"Germany",22095556,"P41",25.1551414792245,"CENG",24.6252252252252,0.721712888388612,0.387387387387387
"542","Solomon, Edward I","Karlin, Kenneth D",25594533,"Undirected",25594533,2015,"United States",25594533,"R37",17.5558849038563,"CENG",8.29643868878996,0.503686628542499,0.130513961958721
"543","Lambright, David G","Janmey, Paul A",24530282,"Undirected",24530282,2014,"United States",24530282,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"544","Lambright, David G","Mello, Craig C",16873553,"Undirected",16873553,2006,"United States",16873553,"P01",10.0635052009904,"MULT",11.1887024150634,0.288726716640376,0.176013098649202
"545","Lambright, David G","Hsu, Victor W",22609160,"Undirected",22609160,2012,"United States",22609160,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"546","Xu, Yan","Tang, Pei",22958642,"Undirected",22958642,2012,"United States",22958642,"P41",2.35737175311987,"BIOC",24.6252252252252,0.0676341088502723,0.387387387387387
"547","Xu, Yan","Tang, Pei",22395605,"Undirected",22395605,2012,"England",22395605,"P41",9.60692331452203,"PHYS",24.6252252252252,0.275627166699813,0.387387387387387
"548","Tang, Pei","Xu, Yan",12080117,"Undirected",12080117,2002,"United States",12080117,"P41",2.35737175311987,"BIOC",24.6252252252252,0.0676341088502723,0.387387387387387
"549","Xu, Yan","Tang, Pei",17546671,"Undirected",17546671,2007,"United States",17546671,"R56",2.35737175311987,"BIOC",13.8376645291934,0.0676341088502723,0.217684778940263
"550","Xu, Yan","Tang, Pei",18821786,"Undirected",18821786,2008,"United States",18821786,"R56",13.2316990952231,"MATE",13.8376645291934,0.379623695624584,0.217684778940263
"551","Tang, Pei","Xu, Yan",18788737,"Undirected",18788737,2008,"United States",18788737,"R56",17.5558849038563,"CENG",13.8376645291934,0.503686628542499,0.217684778940263
"552","Xu, Yan","Tang, Pei",19419220,"Undirected",19419220,2009,"United States",19419220,"R56",13.2316990952231,"MATE",13.8376645291934,0.379623695624584,0.217684778940263
"553","Xu, Yan","Tang, Pei",20014754,"Undirected",20014754,2010,"United States",20014754,"R56",13.2316990952231,"MATE",13.8376645291934,0.379623695624584,0.217684778940263
"554","Xu, Yan","Tang, Pei",22361591,"Undirected",22361591,2012,"Netherlands",22361591,"R56",2.35737175311987,"BIOC",13.8376645291934,0.0676341088502723,0.217684778940263
"555","Xu, Yan","Tang, Pei",23000369,"Undirected",23000369,2013,"Netherlands",23000369,"P41",2.35737175311987,"BIOC",24.6252252252252,0.0676341088502723,0.387387387387387
"556","Tang, Pei","Xu, Yan",27856739,"Undirected",27856739,2016,"United States",27856739,"P01",17.769638648861,"MULT",11.1887024150634,0.509819324430479,0.176013098649202
"557","Xu, Yan","Tang, Pei",26756520,"Undirected",26756520,2016,"United States",26756520,"P01",5.77354517611026,"MEDI",11.1887024150634,0.165645737621235,0.176013098649202
"558","Xu, Yan","Tang, Pei",27916519,"Undirected",27916519,2016,"United States",27916519,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"559","Xu, Yan","Tang, Pei",12428900,"Undirected",12428900,2002,"United States",12428900,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"560","Tang, Pei","Xu, Yan",12667090,"Undirected",12667090,2003,"United States",12667090,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"561","Xu, Yan","Tang, Pei",14596621,"Undirected",14596621,2003,"United States",14596621,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"562","Xu, Yan","Tang, Pei",16040747,"Undirected",16040747,2005,"United States",16040747,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"563","Xu, Yan","Tang, Pei",15764669,"Undirected",15764669,2005,"United States",15764669,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"564","Xu, Yan","Tang, Pei",15574706,"Undirected",15574706,2005,"United States",15574706,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"565","Xu, Yan","Tang, Pei",16800614,"Undirected",16800614,2006,"United States",16800614,"P41",13.2316990952231,"MATE",24.6252252252252,0.379623695624584,0.387387387387387
"566","Xu, Yan","Tang, Pei",17513367,"Undirected",17513367,2007,"United States",17513367,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"567","Xu, Yan","Tang, Pei",18052271,"Undirected",18052271,2007,"United States",18052271,"R37",13.2316990952231,"MATE",8.29643868878996,0.379623695624584,0.130513961958721
"568","Xu, Yan","Tang, Pei",17142275,"Undirected",17142275,2007,"United States",17142275,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"569","Tang, Pei","Xu, Yan",18310240,"Undirected",18310240,2008,"United States",18310240,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"570","Xu, Yan","Tang, Pei",18847252,"Undirected",18847252,2008,"United States",18847252,"R37",13.2316990952231,"MATE",8.29643868878996,0.379623695624584,0.130513961958721
"571","Xu, Yan","Tang, Pei",17993502,"Undirected",17993502,2008,"United States",17993502,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"572","Xu, Yan","Tang, Pei",18310239,"Undirected",18310239,2008,"United States",18310239,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"573","Tang, Pei","Xu, Yan",18948596,"Undirected",18948596,2008,"United States",18948596,"P01",17.769638648861,"MULT",11.1887024150634,0.509819324430479,0.176013098649202
"574","Xu, Yan","Tang, Pei",19697903,"Undirected",19697903,2009,"United States",19697903,"P41",13.2316990952231,"MATE",24.6252252252252,0.379623695624584,0.387387387387387
"575","Xu, Yan","Tang, Pei",19715664,"Undirected",19715664,2010,"Netherlands",19715664,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"576","Xu, Yan","Tang, Pei",20465243,"Undirected",20465243,2010,"United States",20465243,"R37",13.2316990952231,"MATE",8.29643868878996,0.379623695624584,0.130513961958721
"577","Xu, Yan","Tang, Pei",20858424,"Undirected",20858424,2010,"United States",20858424,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"578","Xu, Yan","Tang, Pei",20661501,"Undirected",20661501,2010,"England",20661501,"R37",13.2316990952231,"PHYS",8.29643868878996,0.379623695624584,0.130513961958721
"579","Xu, Yan","Tang, Pei",20560662,"Undirected",20560662,2010,"United States",20560662,"R37",10.7456477888522,"MATE",8.29643868878996,0.308297709623468,0.130513961958721
"580","Xu, Yan","Tang, Pei",20441771,"Undirected",20441771,2010,"Netherlands",20441771,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"581","Xu, Yan","Tang, Pei",22004744,"Undirected",22004744,2011,"United States",22004744,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"582","Tang, Pei","Xu, Yan",22155685,"Undirected",22155685,2012,"Netherlands",22155685,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"583","Tang, Pei","Xu, Yan",23994010,"Undirected",23994010,2013,"United States",23994010,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"584","Tang, Pei","Xu, Yan",22978431,"Undirected",22978431,2013,"England",22978431,"P41",2.35737175311987,"BIOC",24.6252252252252,0.0676341088502723,0.387387387387387
"585","Xu, Yan","Tang, Pei",23667707,"Undirected",23667707,2013,"United States",23667707,"R37",12.6024014121813,"MEDI",8.29643868878996,0.361568847916435,0.130513961958721
"586","Xu, Yan","Tang, Pei",24194515,"Undirected",24194515,2013,"United States",24194515,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"587","Xu, Yan","Tang, Pei",23339564,"Undirected",23339564,2013,"United States",23339564,"P41",17.5558849038563,"CENG",24.6252252252252,0.503686628542499,0.387387387387387
"588","Xu, Yan","Tang, Pei",24695730,"Undirected",24695730,2014,"United States",24695730,"R37",4.06545846461507,"MEDI",8.29643868878996,0.116639923235754,0.130513961958721
"589","Xu, Yan","Tang, Pei",24384062,"Undirected",24384062,2014,"Netherlands",24384062,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"590","Xu, Yan","Tang, Pei",24680782,"Undirected",24680782,2015,"Netherlands",24680782,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"591","Xu, Yan","Tang, Pei",25960405,"Undirected",25960405,2015,"United States",25960405,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"592","Xu, Yan","Tang, Pei",25790278,"Undirected",25790278,2015,"United States",25790278,"R37",12.6186499269138,"PHAR",8.29643868878996,0.362035025477362,0.130513961958721
"593","Xu, Yan","Tang, Pei",26346220,"Undirected",26346220,2015,"England",26346220,"R01",17.769638648861,"MULT",1.71922762437889,0.509819324430479,0.0270457261462985
"594","Xu, Yan","Tang, Pei",27385587,"Undirected",27385587,2016,"United States",27385587,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"595","Tang, Pei","Xu, Yan",27286478,"Undirected",27286478,2016,"United States",27286478,"R01",5.77354517611026,"MEDI",1.71922762437889,0.165645737621235,0.0270457261462985
"596","Xu, Yan","Tang, Pei",12526989,"Undirected",12526989,2002,"United States",12526989,"R01",21.0657138323763,"NEUR",1.71922762437889,0.604385277995302,0.0270457261462985
"597","Xu, Yan","Homanics, Gregg E",12526989,"Undirected",12526989,2002,"United States",12526989,"R01",21.0657138323763,"NEUR",1.71922762437889,0.604385277995302,0.0270457261462985
"598","Tang, Pei","Homanics, Gregg E",12526989,"Undirected",12526989,2002,"United States",12526989,"R01",21.0657138323763,"NEUR",1.71922762437889,0.604385277995302,0.0270457261462985
"599","Tang, Pei","Xu, Yan",12438684,"Undirected",12438684,2002,"United States",12438684,"R01",10.0635052009904,"MULT",1.71922762437889,0.288726716640376,0.0270457261462985
"600","Tang, Pei","Xu, Yan",15952785,"Undirected",15952785,2005,"United States",15952785,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"601","Tang, Pei","Xu, Yan",21517540,"Undirected",21517540,2011,"United States",21517540,"R37",14.171182458888,"MATH",8.29643868878996,0.406577916992952,0.130513961958721
"602","Xu, Yan","Tang, Pei",24341978,"Undirected",24341978,2014,"United States",24341978,"P01",2.35737175311987,"BIOC",11.1887024150634,0.0676341088502723,0.176013098649202
"603","Tang, Pei","Xu, Yan",26382705,"Undirected",26382705,2015,"United States",26382705,"R37",14.171182458888,"PHYS",8.29643868878996,0.406577916992952,0.130513961958721
"604","Weeks, Kevin M","Swanstrom, Ronald I",19661910,"Undirected",19661910,2009,"England",19661910,"R37",11.7715919124856,"MULT",8.29643868878996,0.337732531025857,0.130513961958721
"605","Weeks, Kevin M","Allbritton, Nancy L",22126209,"Undirected",22126209,2011,"United States",22126209,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"606","Weeks, Kevin M","Allbritton, Nancy L",24623442,"Undirected",24623442,2014,"United States",24623442,"R01",13.8756325716915,"IMMU",1.71922762437889,0.398098451157798,0.0270457261462985
"607","Weeks, Kevin M","Swanstrom, Ronald I",23593004,"Undirected",23593004,2013,"United States",23593004,"R01",8.11650216240566,"IMMU",1.71922762437889,0.232866280004035,0.0270457261462985
"608","Soll, Dieter G","Dedon, Peter C",24344322,"Undirected",24344322,2014,"United States",24344322,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"609","Jiang, Jin","Xiong, Yue",26120032,"Undirected",26120032,2015,"United States",26120032,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"610","Jiang, Jin","Li, Song",19366682,"Undirected",19366682,2009,"United States",19366682,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"611","Forbes, Douglass J","Silver, Pamela A",18316479,"Undirected",18316479,2008,"United States",18316479,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"612","Bartel, David P","Moazed, Danesh",18776903,"Undirected",18776903,2008,"United States",18776903,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"613","Moazed, Danesh","Amon, Angelika B",15043811,"Undirected",15043811,2004,"England",15043811,"R01",16.0168295302169,"BIOC",1.71922762437889,0.459530403064034,0.0270457261462985
"614","Amon, Angelika B","Moazed, Danesh",17043313,"Undirected",17043313,2006,"United States",17043313,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"615","Buratowski, Stephen","Moazed, Danesh",19782027,"Undirected",19782027,2009,"United States",19782027,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"616","Moazed, Danesh","Peterson, Craig L",19766565,"Undirected",19766565,2009,"United States",19766565,"R37",2.35737175311987,"BIOC",8.29643868878996,0.0676341088502723,0.130513961958721
"617","Poulos, Thomas L","Silverman, Richard B",26807481,"Undirected",26807481,2016,"United States",26807481,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"618","Poulos, Thomas L","Silverman, Richard B",27050842,"Undirected",27050842,2016,"United States",27050842,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"619","Silverman, Richard B","Poulos, Thomas L",14718923,"Undirected",14718923,2004,"United States",14718923,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"620","Silverman, Richard B","Poulos, Thomas L",15122883,"Undirected",15122883,2004,"United States",15122883,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"621","Silverman, Richard B","Poulos, Thomas L",16285725,"Undirected",16285725,2005,"United States",16285725,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"622","Poulos, Thomas L","Silverman, Richard B",16480878,"Undirected",16480878,2006,"England",16480878,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"623","Poulos, Thomas L","Silverman, Richard B",17425297,"Undirected",17425297,2007,"United States",17425297,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"624","Poulos, Thomas L","Silverman, Richard B",18321097,"Undirected",18321097,2008,"United States",18321097,"R01",12.2922157315582,"CHEM",1.71922762437889,0.352669474256215,0.0270457261462985
"625","Silverman, Richard B","Poulos, Thomas L",19296678,"Undirected",19296678,2009,"United States",19296678,"R01",12.6186499269138,"PHAR",1.71922762437889,0.362035025477362,0.0270457261462985
"626","Poulos, Thomas L","Silverman, Richard B",19235180,"Undirected",19235180,2009,"United States",19235180,"R01",20.3141608777316,"NEUR",1.71922762437889,0.582822868810618,0.0270457261462985
"627","Poulos, Thomas L","Silverman, Richard B",19125620,"Undirected",19125620,2009,"United States",19125620,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"628","Poulos, Thomas L","Silverman, Richard B",20014790,"Undirected",20014790,2010,"United States",20014790,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"629","Poulos, Thomas L","Silverman, Richard B",20958055,"Undirected",20958055,2010,"United States",20958055,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"630","Silverman, Richard B","Poulos, Thomas L",20337441,"Undirected",20337441,2010,"United States",20337441,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"631","Poulos, Thomas L","Silverman, Richard B",20673724,"Undirected",20673724,2010,"England",20673724,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"632","Poulos, Thomas L","Silverman, Richard B",20843082,"Undirected",20843082,2010,"United States",20843082,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
"633","Poulos, Thomas L","Silverman, Richard B",20833542,"Undirected",20833542,2010,"England",20833542,"R01",14.7915401120631,"PHAR",1.71922762437889,0.424376271022355,0.0270457261462985
"634","Silverman, Richard B","Poulos, Thomas L",21138269,"Undirected",21138269,2010,"United States",21138269,"R01",2.35737175311987,"BIOC",1.71922762437889,0.0676341088502723,0.0270457261462985
"635","Poulos, Thomas L","Silverman, Richard B",21410186,"Undirected",21410186,2011,"United States",21410186,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"636","Poulos, Thomas L","Silverman, Richard B",21809851,"Undirected",21809851,2011,"United States",21809851,"R01",16.0412023023155,"PHAR",1.71922762437889,0.460229669405425,0.0270457261462985
"637","Silverman, Richard B","Poulos, Thomas L",21534614,"Undirected",21534614,2011,"United States",21534614,"P41",17.5558849038563,"CENG",24.6252252252252,0.503686628542499,0.387387387387387
"638","Poulos, Thomas L","Silverman, Richard B",22731813,"Undirected",22731813,2012,"United States",22731813,"R01",17.5558849038563,"CENG",1.71922762437889,0.503686628542499,0.0270457261462985
